1,0,0,0,1
1,2500,0,0,1
1,5000,0,0,1
1,7500,0,0,1
1,10000,0,0,1
1,12500,0,0,1
1,15000,0,0,1
1,17500,0,0,1
1,20000,0,0,1
1,22500,0,0,1
1,25000,0,0,1
1,27500,0,0,1
1,30000,0,0,1
1,32500,0,0,1
1,35000,0,0,1
1,37500,0,0,1
1,0,1800,0,2
1,2500,1800,0,2
1,5000,1800,0,2
1,7500,1800,0,2
1,10000,1800,0,2
1,12500,1800,0,2
1,15000,1800,0,2
1,17500,1800,0,2
1,20000,1800,0,2
1,22500,1800,0,2
1,25000,1800,0,2
1,27500,1800,0,2
1,30000,1800,0,2
1,32500,1800,0,2
1,35000,1800,0,2
1,37500,1800,0,2
1,0,2800,0,1
1,2500,2800,0,1
1,5000,2800,0,1
1,7500,2800,0,1
1,10000,2800,0,1
1,12500,2800,0,1
1,15000,2800,0,1
1,17500,2800,0,1
1,20000,2800,0,1
1,22500,2800,0,1
1,25000,2800,0,1
1,27500,2800,0,1
1,30000,2800,0,1
1,32500,2800,0,1
1,35000,2800,0,1
1,37500,2800,0,1
1,0,4600,0,2
1,2500,4600,0,2
1,5000,4600,0,2
1,7500,4600,0,2
1,10000,4600,0,2
1,12500,4600,0,2
1,15000,4600,0,2
1,23000,4600,0,2
1,25500,4600,0,2
1,28000,4600,0,2
1,30500,4600,0,2
1,33000,4600,0,2
1,35500,4600,0,2
1,39000,4600,90,4
1,0,5600,0,1
1,2500,5600,0,1
1,6000,5600,90,4
1,10500,5600,0,1
1,13000,5600,0,1
1,15500,5600,0,1
1,23000,5600,0,1
1,25500,5600,0,1
1,28000,5600,0,1
1,30500,5600,0,1
1,33000,5600,0,1
1,35500,5600,0,1
1,0,7400,0,2
1,2500,7400,0,2
1,10500,7400,0,2
1,13000,7400,0,2
1,15500,7400,0,2
1,23000,7400,0,2
1,25500,7400,0,2
1,28000,7400,0,2
1,30500,7400,0,2
1,33000,7400,0,2
1,35500,7400,0,2
1,6000,8100,90,4
1,0,8400,0,1
1,2500,8400,0,1
1,10500,8400,0,1
1,13000,8400,0,1
1,15500,8400,0,1
1,23000,8400,0,1
1,25500,8400,0,1
1,28000,8400,0,1
1,30500,8400,0,1
1,18000,8500,0,1
1,20500,8500,0,1
1,34000,9400,90,3
1,0,10200,0,2
1,2500,10200,0,2
1,10500,10200,0,2
1,13000,10200,0,2
1,15500,10200,0,2
1,23000,10200,0,2
1,25500,10200,0,2
1,18000,10300,0,2
1,20500,10300,0,2
1,6000,10600,90,4
1,6800,11000,0,1
1,0,11200,0,1
1,2500,11200,0,1
1,9300,11200,0,1
1,11800,11200,0,1
1,14300,11200,0,1
1,23000,11200,0,1
1,25500,11200,0,1
1,16800,11300,0,1
1,19300,11300,0,1
1,31500,11900,0,1
1,21800,13000,0,2
1,6800,12800,0,2
1,0,13000,0,2
1,2500,13000,0,2
1,9300,13000,0,2
1,11800,13000,0,2
1,14300,13000,0,2
1,24300,13000,0,2
1,6000,13100,90,4
1,16800,13100,0,2
1,19300,13100,0,2
1,31500,13700,0,2
1,6800,13800,0,1
1,0,14000,0,1
1,2500,14000,0,1
1,9300,14000,0,1
1,11800,14000,0,1
1,14300,14000,0,1
1,21800,14000,0,1
1,24300,14000,0,1
1,16800,14100,0,1
1,19300,14100,0,1
1,31500,14700,0,1
1,26800,15000,0,1
2,30500,15000,90,4
1,5000,15600,0,1
1,7500,16400,0,2
1,0,15800,0,2
1,2500,15800,0,2
1,10000,15800,0,2
1,12500,15800,0,2
1,15000,16600,0,2
1,21800,15800,0,2
1,24300,15800,0,2
1,17500,15900,0,2
1,21000,15900,90,4
1,34000,16000,0,1
1,37500,16000,90,4
1,31500,16500,0,2
1,0,16800,0,1
1,2500,16800,0,1
1,10000,16800,0,1
1,12500,16800,0,1
1,21800,16800,0,1
1,24300,16800,0,1
1,26800,16800,0,2
1,17500,16900,0,1
1,5000,17400,0,2
1,7500,17400,0,1
1,31500,17500,0,1
1,26800,17800,0,1
1,34000,17800,0,2
2,30500,18000,90,4
1,5000,18400,0,1
1,21000,19200,0,2
1,37500,18500,90,4
1,0,18600,0,2
1,2500,18600,0,2
1,10000,18600,0,2
1,12500,18600,0,2
1,23500,18600,0,2
1,26000,19600,0,2
1,34000,18800,0,1
1,7500,19200,0,2
1,31500,19300,0,2
1,0,19600,0,1
1,2500,19600,0,1
1,10000,19600,0,1
1,12500,19600,0,1
1,23500,19600,0,1
1,5000,20200,0,2
1,7500,20200,0,1
1,21000,20200,0,1
1,31500,20300,0,1
1,26000,20600,0,1
1,34000,20600,0,2
1,28500,21000,0,1
1,37500,21000,90,4
1,5000,21200,0,1
1,31000,22100,0,2
1,0,21400,0,2
1,2500,21400,0,2
1,10000,21400,0,2
1,12500,21400,0,2
1,23500,21400,0,2
1,34000,21600,0,1
1,7500,22000,0,2
1,21000,22000,0,2
1,4000,23200,0,2
1,10000,22400,0,1
1,12500,22400,0,1
1,23500,22400,0,1
1,26000,22400,0,2
1,33500,23400,0,2
1,28500,22800,0,2
1,6500,23000,0,1
1,21000,23000,0,1
1,31000,23100,0,1
1,9000,24200,0,2
1,26000,23400,0,1
1,15000,23500,0,1
1,17500,23500,0,1
1,36000,23500,0,1
1,28500,23800,0,1
1,20000,24800,0,2
1,4000,24200,0,1
1,11500,24200,0,2
1,23500,24200,0,2
1,33500,24400,0,1
1,14000,25300,0,2
1,6500,24800,0,2
1,31000,24900,0,2
1,10500,25200,0,1
1,22500,25200,0,1
1,25000,25200,0,1
1,27500,26000,0,2
1,16500,25300,0,2
1,36000,25300,0,2
1,19000,25800,0,1
1,30000,25900,0,1
1,32500,26700,0,2
1,4000,26000,0,2
1,14000,26200,90,3
1,21500,27000,0,2
1,14000,26300,0,1
1,16500,26300,0,1
1,35000,26300,0,1
1,4000,27000,0,1
2,11700,27000,90,4
1,24000,27000,0,2
1,26500,27000,0,1
1,29000,27800,0,2
1,19000,27600,0,2
1,21500,28000,0,1
1,24000,28000,0,1
1,14000,28100,0,2
1,16500,28100,0,2
1,19000,28600,0,1
2,13900,28700,90,3
1,4000,28800,0,2
1,26500,28800,0,2
1,30000,28800,90,4
1,13900,29100,0,1
1,16400,29100,0,1
1,18900,30400,0,2
1,4000,29800,0,1
1,21500,29800,0,2
1,24000,29800,0,2
2,11700,30000,90,4
1,6500,30500,0,1
1,21400,30800,0,1
1,13900,30900,0,2
1,16400,30900,0,2
1,28500,31300,0,1
1,18900,31400,0,1
1,4000,31600,0,2
1,13800,31700,90,3
1,13800,31900,0,1
1,16300,31900,0,1
1,6500,32300,0,2
1,18800,33200,0,2
1,21400,32600,0,2
1,28500,33100,0,2
1,21300,33600,0,1
1,13800,33700,0,2
1,16300,33700,0,2
1,28500,34100,0,1
1,13000,34200,90,4
1,18800,34200,0,1
1,13800,34700,0,1
1,16300,34700,0,1
1,21300,35400,0,2
1,28500,35900,0,2
1,18800,36000,0,2
1,23800,36000,0,1
2,27500,36000,90,4
1,21300,36400,0,1
1,13800,36500,0,2
1,16300,36500,0,2
1,13000,36700,90,4
1,28500,36900,0,1
1,18800,37000,0,1
1,13800,37500,0,1
1,16300,37500,0,1
1,23800,37800,0,2
1,21300,38200,0,2
1,28500,38700,0,2
1,18800,38800,0,2
